class_name,added_lines,added_methods,added_branches,added_instructions
com.orientechnologies.orient.core.config.OGlobalConfiguration,456,10,16,2568
com.orientechnologies.orient.core.sql.parser.OMatchStatement,156,42,96,701
com.orientechnologies.orient.core.Orient,82,13,13,308
com.orientechnologies.orient.core.sql.executor.OMatchExecutionPlanner,69,7,11,271
com.orientechnologies.orient.core.sql.parser.OExpression,42,4,34,177
com.orientechnologies.common.log.OLogManager,22,1,12,69
com.orientechnologies.orient.core.serialization.serializer.record.ORecordSerializerFactory,20,6,2,72
com.orientechnologies.orient.core.sql.parser.OBaseExpression,19,3,17,98
com.orientechnologies.orient.core.OSignalHandler,18,5,1,57
com.orientechnologies.common.profiler.OAbstractProfiler,17,2,1,49
com.orientechnologies.orient.core.id.ORecordId,17,5,2,61
com.orientechnologies.orient.core.record.impl.ODocument,17,3,4,50
com.orientechnologies.orient.core.sql.parser.OSuffixIdentifier,16,3,10,66
com.orientechnologies.orient.core.sql.parser.OMatchStatement$MatchContext,14,3,0,68
com.orientechnologies.orient.core.sql.parser.ONestedProjection,13,2,13,87
com.orientechnologies.orient.core.sql.parser.OBaseIdentifier,13,3,9,61
com.orientechnologies.orient.core.sql.parser.SimpleNode,12,4,0,34
com.orientechnologies.orient.core.record.ORecordFactoryManager,12,2,1,48
com.orientechnologies.orient.core.serialization.OBinaryProtocol,12,2,0,118
com.orientechnologies.orient.core.db.ODatabaseRecordThreadLocal,11,4,4,43
com.orientechnologies.orient.core.OConstants,11,2,1,30
com.orientechnologies.orient.core.sql.parser.OUnwind,11,4,6,59
com.orientechnologies.orient.core.sql.parser.OMatchExpression,11,2,9,57
com.orientechnologies.orient.core.sql.parser.OGroupBy,10,4,2,46
com.orientechnologies.orient.core.serialization.serializer.record.binary.ORecordSerializerBinary,10,3,0,36
com.orientechnologies.orient.core.sql.parser.Pattern,10,2,1,35
com.orientechnologies.orient.core.record.ORecordAbstract,8,2,1,27
com.orientechnologies.orient.core.serialization.serializer.record.string.ORecordSerializerJSON,8,2,0,35
com.orientechnologies.orient.core.sql.parser.AggregateProjectionSplit,7,2,0,33
com.orientechnologies.orient.core.sql.parser.OOrderBy,7,3,2,23
com.orientechnologies.orient.core.conflict.ORecordConflictStrategyFactory,7,1,0,30
com.orientechnologies.common.factory.OConfigurableStatelessFactory,6,3,0,21
com.orientechnologies.common.listener.OListenerManger,6,2,2,20
com.orientechnologies.orient.core.serialization.serializer.record.binary.ORecordSerializerNetwork,6,2,0,23
com.orientechnologies.common.log.OLogger$Level,6,1,0,33
com.orientechnologies.orient.core.storage.OChecksumMode,6,1,0,33
com.orientechnologies.orient.core.db.record.ORecordElement$STATUS,5,1,0,27
com.orientechnologies.orient.core.cache.OLocalRecordCacheFactoryImpl,4,1,0,15
com.orientechnologies.orient.core.serialization.serializer.record.binary.ORecordSerializerNetworkV37,4,2,0,18
com.orientechnologies.orient.core.sql.parser.OSkip,4,1,2,21
com.orientechnologies.orient.core.serialization.serializer.record.string.ORecordSerializerStringAbstract,4,2,0,13
com.orientechnologies.common.log.OLoggerFromManager,4,2,1,17
com.orientechnologies.common.factory.OConfigurableStatefulFactory,4,2,0,16
com.orientechnologies.orient.core.Orient$WeakHashSetValueHolder,4,2,0,12
com.orientechnologies.orient.core.OrientShutdownHook,4,1,0,7
com.orientechnologies.orient.core.Orient$1,3,2,3,20
com.orientechnologies.orient.core.sql.executor.OSelectExecutionPlan,3,1,0,11
com.orientechnologies.orient.core.db.document.ODatabaseDocumentAbstract,3,2,0,8
com.orientechnologies.orient.core.serialization.serializer.record.string.ORecordSerializerCSVAbstract,3,2,0,8
com.orientechnologies.orient.core.serialization.serializer.record.binary.ORecordSerializerNetworkV37Client,2,2,0,8
com.orientechnologies.orient.core.sql.parser.OArrayConcatExpressionElement,2,1,0,4
com.orientechnologies.orient.core.Orient$OShutdownCallListenersHandler,2,2,0,8
com.orientechnologies.orient.core.serialization.serializer.record.ORecordSerializerRaw,2,2,0,8
com.orientechnologies.orient.core.serialization.serializer.record.binary.ORecordSerializerNetworkV0,2,2,0,10
com.orientechnologies.orient.core.serialization.serializer.record.binary.ORecordSerializerBinaryV0,2,1,0,8
com.orientechnologies.orient.core.serialization.serializer.record.binary.ORecordSerializerBinaryV1,2,1,0,8
com.orientechnologies.orient.core.serialization.serializer.record.string.ORecordSerializerSchemaAware2CSV,2,2,0,8
com.orientechnologies.common.profiler.OProfilerStub,2,1,0,4
com.orientechnologies.common.concur.resource.OSharedResourceAbstract,2,1,0,8
com.orientechnologies.orient.core.Orient$OShutdownOrientDBInstancesHandler,2,2,0,8
com.orientechnologies.orient.core.Orient$OShutdownPendingThreadsHandler,2,2,0,8
com.orientechnologies.orient.core.Orient$OShutdownProfilerHandler,2,2,0,8
com.orientechnologies.orient.core.OOrientListenerAbstract,1,1,0,3
com.orientechnologies.orient.core.db.ODatabaseRecordThreadLocal$1,1,1,0,3
com.orientechnologies.orient.core.serialization.serializer.record.binary.OBinaryComparatorV0,1,1,0,3
com.orientechnologies.orient.core.conflict.OAutoMergeRecordConflictStrategy,1,1,0,3
com.orientechnologies.orient.core.conflict.OVersionRecordConflictStrategy,1,1,0,3
com.orientechnologies.orient.core.conflict.OContentRecordConflictStrategy,1,1,0,3
