test_selector,class_name,newly_covered_lines,upgraded_to_full_lines
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#buildPatterns_doesNotAffectReturnDistinct,com.orientechnologies.orient.core.sql.parser.OMatchStatement,121-123;127-129;133-134;142;151;159-160;174;540,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#buildPatterns_doesNotAffectReturnDistinct,com.orientechnologies.orient.core.sql.parser.Pattern,16-18,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingMatchExpressionWithoutOrigin_throwsNPE,com.orientechnologies.orient.core.sql.parser.OMatchStatement,101-102;159-160;410-412;414-418;420-424;426-430;432-436;438-446,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingMatchExpressionWithoutOrigin_throwsNPE,com.orientechnologies.orient.core.sql.parser.OMatchExpression,38-42,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingNotMatchExpression_equalsOriginal,com.orientechnologies.orient.core.sql.parser.OMatchStatement,101-102;121-123;127-129;133-134;142;151;159-160;174;410-412;414-418;420-424;426-430;432-436;438-448;453-454;456;458-459;461-462;464;466-467;469-470;472-476;478;480;540,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingNotMatchExpression_equalsOriginal,com.orientechnologies.orient.core.sql.parser.OMatchExpression,38-42;47-48;50;52-53;55,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingNotMatchExpression_equalsOriginal,com.orientechnologies.orient.core.sql.parser.Pattern,16-18,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingNullReturnItem_equalsOriginal,com.orientechnologies.orient.core.sql.parser.OMatchStatement,101-102;121-123;127-129;133-134;142;151;159-160;174;410-412;414-418;420-424;426-430;432-436;438-448;453-454;456;458-459;461-462;464;466-467;469-470;472-476;478;480;540,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingNullReturnItem_equalsOriginal,com.orientechnologies.orient.core.sql.parser.Pattern,16-18,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingReturnAlias_equalsOriginal,com.orientechnologies.orient.core.sql.parser.OMatchStatement,101-102;121-123;127-129;133-134;142;151;159-160;174;410-412;414-418;420-424;426-430;432-436;438-448;453-454;456;458-459;461-462;464;466-467;469-470;472-476;478;480;540,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingReturnAlias_equalsOriginal,com.orientechnologies.orient.core.sql.parser.Pattern,16-18,
com.orientechnologies.orient.core.sql.parser.OMatchStatement_ESTest_Adopted#copy_afterAddingReturnItem_equalsOriginal,com.orientechnologies.orient.core.sql.parser.SimpleNode,17-19,
