test_selector,class_name,newly_covered_lines,upgraded_to_full_lines
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testConstructingFromAnotherConfigurationKeepsTypeName,io.seata.config.FileConfiguration,49-51;76,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testConstructingFromAnotherConfigurationKeepsTypeName,io.seata.config.Configuration,34,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testConstructingFromAnotherConfigurationKeepsTypeName,io.seata.config.AbstractConfiguration,28;49,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testCreateWithNameAndLoadOnStartThenRemoveConfig,org.apache.seata.config.FileConfiguration,245-247,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testCreateWithNameAndLoadOnStartThenRemoveConfig,org.slf4j.helpers.AbstractLogger,340-341;343;398-399;403;405,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testCreateWithNameAndLoadOnStartThenRemoveConfig,org.slf4j.helpers.MessageFormatter,415,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testCreateWithNameAndLoadOnStartThenRemoveConfig,org.apache.seata.config.ConfigFuture,100-101;103-104;106;114;119-120,74;111
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testCreateWithNameAndLoadOnStartThenRemoveConfig,org.apache.seata.config.FileConfiguration$ConfigOperateRunnable,310-311;327;330;333;335;345,309;324
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testCreateWithNameAndLoadOnStartThenRemoveConfig,org.slf4j.helpers.NormalizedParameters,51;55-56;60,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.apache.seata.config.FileConfiguration,231-233;238-240;245-247,226
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.SimpleConfigOrigin,74;77,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.apache.seata.config.AbstractConfiguration,47-48;53;63-64;69;74,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.apache.seata.config.Configuration,300,299
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.TokenType,6-22,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Tokenizer$TokenIterator$WhitespaceSaver,63-66;74-75;77-78;86-88;95;109-111,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.slf4j.helpers.AbstractLogger,340-341;343;398-399;403;405,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.ConfigImplUtil,129,128
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Parser,1028-1030;1032;1035;1045;1056-1057;1059;1064-1066;1073;1082;1092-1093;1095;1103;1105;1107-1110;1129;1132;1134;1137;1149;1169;1171,1126;1146;1168;1170
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.slf4j.helpers.MessageFormatter,259-260;415,258
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.apache.seata.config.ConfigFuture,100-101;103-104;106;114;119-120;122,74;111
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.ConfigException$BadPath,198;201;204-205,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Tokenizer$ProblemException,25-27;30,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Token,15-16;18-22;26;53-54,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Tokenizer$TokenIterator,125-135;143;145;151-152;157;161-162;165;169;173;176-177;179;189;200;202-203;205;209;224;233;244;247;293-295;297;299-301;303;306;312;318;324;328;330-331;546-549;557;560;574-575;583-584;592;596-597;599-600;603-604;609;613;618;620;622;627-629;632-633;637;642-643;645-649;653,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Tokenizer,35;37;39;41;44;52,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Tokens,265;278;335;339-340;348;369-378;386;394,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Parser$Element,1015-1018,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Tokens$UnquotedText,82-84;87,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,com.typesafe.config.impl.Tokens$Problem,120-125;145-152,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.apache.seata.config.FileConfiguration$ConfigOperateRunnable,310-311;327;329-330;332-333;335;345;354,309;324;350
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.slf4j.helpers.NormalizedParameters,51;55-56;60,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testHandleLatestConfigQueriesNullsAndRemovals,org.apache.seata.common.util.StringUtils,,79
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,io.seata.config.FileConfiguration,49-51;81;86;91,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.FileConfiguration,231-233;238-240;266-267,226
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.SimpleConfigOrigin,74;77,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.AbstractConfiguration,63-64;79-80,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.Configuration,300,299
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.TokenType,6-22,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.Tokenizer$TokenIterator$WhitespaceSaver,63-66;74-75;77-78;86-88;95;109-111,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.slf4j.helpers.AbstractLogger,340-341;343;398-399;403;405,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,org.apache.seata.config.ConfigurationChangeType,23;27;31;35,
org.apache.seata.config.FileConfiguration_ESTest_Adopted_Agentic#testPublishChangeEventsAndPutConfigsViaWrappedConfiguration,com.typesafe.config.impl.ConfigImplUtil,129,128
