test_selector,class_name,newly_covered_lines,upgraded_to_full_lines
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.builder.item.BuildItem,14-16;21;24,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.builder.item.MultiBuildItem,8-9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.arc.processor.ScopeInfo,21-25;40,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.arc.deployment.AutoAddScopeBuildItem,25;38-46;61,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.arc.processor.BuiltinScope,16;18-23;27-29;36,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.arc.deployment.AutoAddScopeBuildItem$Builder,109-114;164;241-242;252;262-263;299-300;302;304;308;311,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.qute.deployment.QuteProcessor,172;3586-3591,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.arc.deployment.AutoAddScopeBuildItem$MatchPredicate$1,89,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#addSingletonToNamedRecordsHasExpectedReason,io.quarkus.arc.deployment.AutoAddScopeBuildItem$MatchPredicate,88-89,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#autoExtractTypeDoesNotThrowOnNullAssignabilityCheck,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3079;3094,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectNamespaceExpressionsThrowsNPEWhenTemplateAnalysisIsNullInList,io.quarkus.builder.item.BuildItem,14-16;21;24,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectNamespaceExpressionsThrowsNPEWhenTemplateAnalysisIsNullInList,io.quarkus.builder.item.SimpleBuildItem,10-11,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectNamespaceExpressionsThrowsNPEWhenTemplateAnalysisIsNullInList,io.quarkus.qute.deployment.TemplatesAnalysisBuildItem,24-26;29,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectNamespaceExpressionsThrowsNPEWhenTemplateAnalysisIsNullInList,io.quarkus.qute.deployment.QuteProcessor,3600-3602,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,io.quarkus.builder.item.BuildItem,14-16;21;24,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,io.quarkus.builder.item.SimpleBuildItem,10-11,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,org.jboss.logmanager.JBossLoggerFinder$JBossSystemLogger,83;86-88;97,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,org.jboss.logmanager.JBossLoggerFinder,36-39;42-49;53-58;69-70;72-75;79,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,org.jboss.logmanager.Level,29-30;36-41,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,org.jboss.jandex.StackedIndex,24-26;47;49-50;59;245-248;262,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,io.quarkus.deployment.BuildProducerImpl,18-21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,io.quarkus.qute.deployment.QuteProcessor,172;3492-3495;3503;3505;3539;3562,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,io.quarkus.arc.deployment.BeanArchiveIndexBuildItem,26-30;38,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateDataAnnotationsHandlesEmptyIndex,io.quarkus.qute.generator.ValueResolverGenerator,68-69;75,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,io.quarkus.builder.item.BuildItem,14-16;21;24,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,io.quarkus.builder.item.SimpleBuildItem,10-11,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,org.jboss.logmanager.JBossLoggerFinder$JBossSystemLogger,83;86-88;97,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,org.jboss.logmanager.JBossLoggerFinder,36-39;42-49;53-58;69-70;72-75;79,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,io.quarkus.qute.generator.TemplateGlobalGenerator,39,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,org.jboss.logmanager.Level,29-30;36-41,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,org.jboss.jandex.StackedIndex,24-26;36;47;49-50;59;245-248;262,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,io.quarkus.deployment.BuildProducerImpl,18-21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,io.quarkus.qute.deployment.QuteProcessor,172;3412-3414;3430-3431,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateGlobalsDoesNotFailOnEmptyIndex,io.quarkus.arc.deployment.BeanArchiveIndexBuildItem,26-30;38,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,io.quarkus.builder.item.BuildItem,14-16;21;24,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,io.quarkus.runtime.annotations.ConfigPhase,3;7;11;16;24-29,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,io.quarkus.builder.item.SimpleBuildItem,10-11,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,org.jboss.logmanager.JBossLoggerFinder$JBossSystemLogger,83;86-88;97,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,org.jboss.logmanager.JBossLoggerFinder,36-39;42-49;53-58;69-70;72-75;79,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,org.jboss.logmanager.Level,29-30;36-41,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,io.quarkus.qute.deployment.EffectiveTemplatePathsBuildItem,18-20;23,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,io.quarkus.qute.deployment.QuteProcessor,172;2518-2519;2527-2529;2535,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#collectTemplateVariantsThrowsSIOOBEOnInvalidSuffixHandling,io.smallrye.config.ConfigMapping$NamingStrategy,69;73;77;83;89-91,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsMatchingTypeWhenFound,org.jboss.jandex.ClassType,35-38;40-48;53-68;146-147;150-151,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsMatchingTypeWhenFound,org.jboss.jandex.Type,42-43;113-115;117;121-122;319;649-651,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsMatchingTypeWhenFound,org.jboss.jandex.Descriptor,9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsMatchingTypeWhenFound,org.jboss.jandex.DotName,471-473;476-477;480-481;484;487;501-502,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsMatchingTypeWhenFound,org.jboss.jandex.WildcardType,35;111-112;117-119;121;125-126;223-224;228-231,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsMatchingTypeWhenFound,io.quarkus.qute.deployment.QuteProcessor,3009-3012;3014-3015,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsNullWhenNoMatch,org.jboss.jandex.PrimitiveType,36-43;45;47-48;51-58;60-67;69-77;111-112;115-117;277-279,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsNullWhenNoMatch,org.jboss.jandex.ClassType,35-38;40-48;53-68;146-147;150-151,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsNullWhenNoMatch,org.jboss.jandex.Type,42-43;113-115;117;121-122;319;649-651,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsNullWhenNoMatch,org.jboss.jandex.Descriptor,9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsNullWhenNoMatch,org.jboss.jandex.DotName,471-473;476-477;480-481;484;487;501;504;507-508;511-512,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsNullWhenNoMatch,io.quarkus.qute.deployment.QuteProcessor,3009-3011;3014-3015,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#extractMatchTypeReturnsNullWhenNoMatch,org.jboss.jandex.PrimitiveType$Primitive,82;84;86;88;90;92;94;96;98;103-105,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#findTemplatePathReturnsNullWhenNotPresent,io.quarkus.builder.item.BuildItem,14-16;21;24,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#findTemplatePathReturnsNullWhenNotPresent,io.quarkus.builder.item.SimpleBuildItem,10-11,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#findTemplatePathReturnsNullWhenNotPresent,io.quarkus.qute.deployment.TemplatesAnalysisBuildItem,24-26;29,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#findTemplatePathReturnsNullWhenNotPresent,io.quarkus.qute.deployment.QuteProcessor,1942;1947,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyHonorsOverrideTrue,org.jboss.logmanager.JBossLoggerFinder$JBossSystemLogger,83;86-88;97,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyHonorsOverrideTrue,org.jboss.logmanager.JBossLoggerFinder,36-39;42-49;53-58;69-70;72-75;79,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyHonorsOverrideTrue,org.jboss.logmanager.Level,29-30;36-41,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyHonorsOverrideTrue,io.quarkus.qute.deployment.QuteProcessor$FirstPassJavaMemberLookupConfig,3829-3833;3847,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyHonorsOverrideTrue,io.quarkus.deployment.BuildProducerImpl,18-21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyTrueWhenNextTrue,org.jboss.jandex.StackedIndex,24-26;47;49-50;59,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyTrueWhenNextTrue,io.quarkus.qute.deployment.QuteProcessor$FirstPassJavaMemberLookupConfig,3829-3833;3847,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#firstPassLookupConfigDeclaredMembersOnlyTrueWhenNextTrue,io.quarkus.qute.deployment.QuteProcessor$FixedJavaMemberLookupConfig,3799-3803;3817,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.arc.processor.InjectionPointInfo,110;142-154;157;162;262;266,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.arc.processor.DotNames,81;83-146;151-157;159-167;169-171;185;197-199;201-204,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,org.jboss.jandex.ClassType,35-38;40-48;53-68;146-147;150-151,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.arc.impl.ComputingCache,34-37;40;49;58;61-65;69,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,org.jboss.jandex.Type,42-43;113-115;117;121-122;319,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.arc.processor.InjectionPointInfo$InjectionPointKind,401-403,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,org.jboss.jandex.Descriptor,9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.arc.processor.InjectionPointInfo$TypeAndQualifiers,412-415,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.arc.impl.LazyValue,15;19-21;24-26;29;31-32;34;36,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,org.jboss.jandex.DotName,471-473;476-477;480-481;484;487;501;504;507-508;511;514;519;522;525;541-547;549-550,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.arc.impl.ComputingCache$1,49;52,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getNameOnInjectionPointThrowsIAEForInvalidType,io.quarkus.qute.deployment.QuteProcessor,3643;3645;3649,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getParameterizedTypeArgumentsEmptyForClassType,org.jboss.jandex.ClassType,35-38;40-48;53-68;146-147;150-151;155,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getParameterizedTypeArgumentsEmptyForClassType,org.jboss.jandex.Type,42-43;113-115;117;121-122,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getParameterizedTypeArgumentsEmptyForClassType,org.jboss.jandex.Type$Kind,52;54;57;62;65;68;75;78;81;84,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getParameterizedTypeArgumentsEmptyForClassType,org.jboss.jandex.Descriptor,9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getParameterizedTypeArgumentsEmptyForClassType,org.jboss.jandex.DotName,471-473;476-477;480-481;484;487,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#getParameterizedTypeArgumentsEmptyForClassType,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3030-3031;3063-3066;3079;3094,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.builder.item.BuildItem,14-16;21;24,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.builder.item.MultiBuildItem,8-9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.qute.deployment.TemplateRootsBuildItem,17-19;22,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.arc.processor.ScopeInfo,21-25,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.qute.runtime.QuteRecorder$1,21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.builder.item.SimpleBuildItem,10-11,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.jandex.ClassType,35-38;40-48;53-68;82-83;146-147;150-151,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.jandex.Type,42-43;113-115;117;121-122;149;152;156;191;649-651,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.qute.runtime.QuteRecorder,16;21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.logmanager.JBossLoggerFinder$JBossSystemLogger,83;86-88;97,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.arc.processor.BeanConfiguratorBase,69-78;133-134;237-238,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.logmanager.JBossLoggerFinder,36-39;42-49;53-58;69-70;72-75;79,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.arc.processor.BuiltinScope,16;18-23;27-29;32,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.jandex.Type$Kind,52;54;57;62;65;68;75;78;81;84,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.qute.deployment.TemplateVariantsBuildItem,15-17;20,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.jandex.Descriptor,9,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.logmanager.Level,29-30;36-41,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.arc.deployment.SyntheticBeanBuildItem,44;57,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.qute.deployment.EffectiveTemplatePathsBuildItem,18-20;23,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.qute.deployment.TemplatePathExcludeBuildItem,15-17;20,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,org.jboss.jandex.DotName,471-473;476-477;480-481;484;487,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.deployment.BuildProducerImpl,18-21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.arc.processor.ConfiguratorBase,15;17;21,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.arc.deployment.SyntheticBeanBuildItem$ExtendedBeanConfigurator,123-125;288;291-292,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#initializeWithValidParamsButNonProxyRecorderThrowsIAE,io.quarkus.qute.deployment.QuteProcessor,172;214-215;218;2660-2661;2668-2669;2674-2677;2679-2680;2682,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#isEmptyReturnsTrueForNewMatchResult,io.quarkus.qute.deployment.Types$AssignabilityCheck,140-143,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#isEmptyReturnsTrueForNewMatchResult,org.jboss.jandex.EmptyIndex,14,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#isEmptyReturnsTrueForNewMatchResult,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3075,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsArrayFalseByDefault,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3051,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsClassFalseWhenNoTypeSet,io.quarkus.qute.deployment.Types$AssignabilityCheck,140-143,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsClassFalseWhenNoTypeSet,org.jboss.jandex.EmptyIndex,14,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsClassFalseWhenNoTypeSet,io.quarkus.qute.deployment.QuteProcessor$MatchResult,3025-3027;3059,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsParameterizedTypeFalseWhenTypeNotSet,org.jboss.jandex.Index,67-68;84-92;158-161;163-164,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsParameterizedTypeFalseWhenTypeNotSet,io.quarkus.qute.deployment.Types$AssignabilityCheck,140-143,
io.quarkus.qute.deployment.QuteProcessor_ESTest_Adopted_Agentic#matchResultIsParameterizedTypeFalseWhenTypeNotSet,org.jboss.jandex.Utils,39;41;43-45;48;56-57,
